sortie_id,cadet_id,instructor_id,aircraft_id,base_id,scheduled_start,scheduled_end,actual_start,actual_end,status,delay_minutes,cancel_reason,lesson_type,flight_duration_hrs
S00165,C012,I014,A011,Mysuru,2025-01-07 11:00:00,2025-01-07 12:30:00,2025-01-07 11:03:00,2025-01-07 12:33:00,completed,3,,Cross Country,1.5
S00166,C108,I028,A025,Hyderabad,2025-05-09 10:00:00,2025-05-09 11:30:00,2025-05-09 11:00:00,2025-05-09 12:30:00,delayed,60,,Cross Country,1.5
S00167,C181,I004,A006,Bangalore,2025-01-21 10:00:00,2025-01-21 11:30:00,2025-01-21 10:14:00,2025-01-21 11:44:00,completed,14,,Navigation,1.5
S00168,C020,I023,A016,Pune,2025-03-23 06:00:00,2025-03-23 07:30:00,2025-03-23 06:21:00,2025-03-23 07:51:00,completed,21,,Circuit,1.5
S00169,C079,I005,A004,Chennai,2025-02-05 05:00:00,2025-02-05 06:30:00,2025-02-05 05:18:00,2025-02-05 06:48:00,completed,18,,Cross Country,1.5
S00170,C033,I012,A015,Mysuru,2025-06-28 18:00:00,2025-06-28 19:30:00,2025-06-28 18:08:00,2025-06-28 19:38:00,completed,8,,Cross Country,1.5
S00171,C200,I018,A001,Mysuru,2025-04-25 14:00:00,2025-04-25 15:30:00,2025-04-25 14:30:00,2025-04-25 16:00:00,delayed,30,,Navigation,1.5
S00172,C158,I020,A023,Chennai,2025-01-05 09:00:00,2025-01-05 10:30:00,,,cancelled,0,Weather,Circuit,
S00173,C161,I030,A015,Bangalore,2025-02-08 13:00:00,2025-02-08 14:30:00,2025-02-08 13:38:00,2025-02-08 15:08:00,completed,38,,Night Flying,1.5
S00174,C111,I013,A016,Mysuru,2025-04-19 06:00:00,2025-04-19 07:30:00,2025-04-19 07:06:00,2025-04-19 08:36:00,delayed,66,,Circuit,1.5
S00175,C085,I015,A017,Hyderabad,2025-03-19 06:00:00,2025-03-19 07:30:00,2025-03-19 06:36:00,2025-03-19 08:06:00,delayed,36,,Circuit,1.5
S00176,C069,I014,A007,Mysuru,2025-04-18 15:00:00,2025-04-18 16:30:00,2025-04-18 15:39:00,2025-04-18 17:09:00,completed,39,,Cross Country,1.5
S00177,C154,I025,A001,Chennai,2025-01-17 06:00:00,2025-01-17 07:30:00,2025-01-17 06:31:00,2025-01-17 08:01:00,completed,31,,Night Flying,1.5
S00178,C004,I003,A017,Mysuru,2025-05-18 05:00:00,2025-05-18 06:30:00,2025-05-18 05:40:00,2025-05-18 07:10:00,completed,40,,Night Flying,1.5
S00179,C067,I021,A013,Pune,2025-05-28 08:00:00,2025-05-28 09:30:00,2025-05-28 08:48:00,2025-05-28 10:18:00,delayed,48,,General Handling,1.5
S00180,C094,I017,A006,Bangalore,2025-04-20 05:00:00,2025-04-20 06:30:00,2025-04-20 05:39:00,2025-04-20 07:09:00,completed,39,,General Handling,1.5
S00181,C181,I028,A012,Bangalore,2025-03-03 14:00:00,2025-03-03 15:30:00,2025-03-03 14:26:00,2025-03-03 15:56:00,completed,26,,Circuit,1.5
S00182,C031,I013,A016,Chennai,2025-06-20 15:00:00,2025-06-20 16:30:00,2025-06-20 15:05:00,2025-06-20 16:35:00,completed,5,,Night Flying,1.5
S00183,C080,I023,A015,Chennai,2025-04-03 06:00:00,2025-04-03 07:30:00,2025-04-03 06:33:00,2025-04-03 08:03:00,completed,33,,Night Flying,1.5
S00184,C143,I024,A013,Chennai,2025-05-10 17:00:00,2025-05-10 18:30:00,2025-05-10 18:34:00,2025-05-10 20:04:00,delayed,94,,Night Flying,1.5
S00185,C014,I016,A010,Pune,2025-01-06 11:00:00,2025-01-06 12:30:00,2025-01-06 12:30:00,2025-01-06 14:00:00,delayed,90,,Navigation,1.5
S00186,C056,I012,A016,Chennai,2025-06-12 11:00:00,2025-06-12 12:30:00,2025-06-12 11:23:00,2025-06-12 12:53:00,completed,23,,General Handling,1.5
S00187,C117,I021,A025,Mysuru,2025-01-05 10:00:00,2025-01-05 11:30:00,2025-01-05 10:38:00,2025-01-05 12:08:00,delayed,38,,General Handling,1.5
S00188,C065,I017,A015,Pune,2025-03-03 16:00:00,2025-03-03 17:30:00,2025-03-03 16:40:00,2025-03-03 18:10:00,completed,40,,Navigation,1.5
S00189,C004,I029,A019,Mysuru,2025-05-29 16:00:00,2025-05-29 17:30:00,2025-05-29 16:21:00,2025-05-29 17:51:00,completed,21,,Circuit,1.5
S00190,C091,I019,A015,Bangalore,2025-01-12 10:00:00,2025-01-12 11:30:00,2025-01-12 10:34:00,2025-01-12 12:04:00,completed,34,,General Handling,1.5
S00191,C078,I010,A013,Bangalore,2025-06-14 07:00:00,2025-06-14 08:30:00,2025-06-14 07:29:00,2025-06-14 08:59:00,completed,29,,Cross Country,1.5
S00192,C157,I023,A006,Pune,2025-06-11 07:00:00,2025-06-11 08:30:00,2025-06-11 07:08:00,2025-06-11 08:38:00,completed,8,,Navigation,1.5
S00193,C120,I012,A006,Hyderabad,2025-04-28 05:00:00,2025-04-28 06:30:00,2025-04-28 05:18:00,2025-04-28 06:48:00,completed,18,,Circuit,1.5
S00194,C185,I001,A017,Hyderabad,2025-01-12 17:00:00,2025-01-12 18:30:00,2025-01-12 17:12:00,2025-01-12 18:42:00,completed,12,,Navigation,1.5
S00195,C039,I011,A025,Bangalore,2025-03-22 09:00:00,2025-03-22 10:30:00,2025-03-22 10:35:00,2025-03-22 12:05:00,delayed,95,,Cross Country,1.5
S00196,C047,I006,A016,Hyderabad,2025-05-20 12:00:00,2025-05-20 13:30:00,2025-05-20 12:16:00,2025-05-20 13:46:00,completed,16,,Navigation,1.5
S00197,C099,I012,A016,Hyderabad,2025-06-15 08:00:00,2025-06-15 09:30:00,2025-06-15 08:18:00,2025-06-15 09:48:00,completed,18,,General Handling,1.5
S00198,C019,I011,A025,Pune,2025-01-13 18:00:00,2025-01-13 19:30:00,2025-01-13 18:21:00,2025-01-13 19:51:00,completed,21,,General Handling,1.5
S00199,C052,I015,A001,Hyderabad,2025-02-01 17:00:00,2025-02-01 18:30:00,2025-02-01 17:23:00,2025-02-01 18:53:00,completed,23,,Cross Country,1.5
S00200,C123,I029,A009,Chennai,2025-04-13 16:00:00,2025-04-13 17:30:00,,,cancelled,0,Weather,Cross Country,
S00201,C178,I030,A016,Hyderabad,2025-04-09 10:00:00,2025-04-09 11:30:00,2025-04-09 10:11:00,2025-04-09 11:41:00,completed,11,,Cross Country,1.5
S00202,C074,I020,A005,Chennai,2025-06-27 12:00:00,2025-06-27 13:30:00,2025-06-27 13:17:00,2025-06-27 14:47:00,delayed,77,,Night Flying,1.5
S00203,C163,I003,A017,Hyderabad,2025-03-10 17:00:00,2025-03-10 18:30:00,2025-03-10 17:05:00,2025-03-10 18:35:00,completed,5,,Cross Country,1.5
S00204,C126,I008,A010,Bangalore,2025-01-21 11:00:00,2025-01-21 12:30:00,2025-01-21 11:38:00,2025-01-21 13:08:00,completed,38,,Circuit,1.5
S00205,C055,I001,A017,Chennai,2025-05-20 09:00:00,2025-05-20 10:30:00,,,cancelled,0,Weather,General Handling,
S00206,C181,I009,A012,Bangalore,2025-01-27 06:00:00,2025-01-27 07:30:00,2025-01-27 06:20:00,2025-01-27 07:50:00,completed,20,,General Handling,1.5
S00207,C038,I027,A006,Hyderabad,2025-03-20 12:00:00,2025-03-20 13:30:00,2025-03-20 12:38:00,2025-03-20 14:08:00,completed,38,,Cross Country,1.5
S00208,C181,I018,A010,Bangalore,2025-02-12 16:00:00,2025-02-12 17:30:00,2025-02-12 16:28:00,2025-02-12 17:58:00,completed,28,,General Handling,1.5
S00209,C073,I014,A002,Pune,2025-04-25 05:00:00,2025-04-25 06:30:00,2025-04-25 05:22:00,2025-04-25 06:52:00,completed,22,,Night Flying,1.5
S00210,C045,I021,A024,Hyderabad,2025-04-22 09:00:00,2025-04-22 10:30:00,2025-04-22 09:40:00,2025-04-22 11:10:00,completed,40,,Navigation,1.5
S00211,C080,I003,A025,Chennai,2025-01-20 15:00:00,2025-01-20 16:30:00,2025-01-20 15:40:00,2025-01-20 17:10:00,completed,40,,Cross Country,1.5
S00212,C087,I024,A025,Bangalore,2025-04-04 13:00:00,2025-04-04 14:30:00,2025-04-04 13:10:00,2025-04-04 14:40:00,completed,10,,Navigation,1.5
S00213,C044,I002,A008,Pune,2025-02-06 18:00:00,2025-02-06 19:30:00,2025-02-06 18:38:00,2025-02-06 20:08:00,completed,38,,Cross Country,1.5
S00214,C019,I030,A015,Pune,2025-01-09 07:00:00,2025-01-09 08:30:00,2025-01-09 07:38:00,2025-01-09 09:08:00,delayed,38,,Circuit,1.5
S00215,C095,I022,A004,Chennai,2025-06-15 10:00:00,2025-06-15 11:30:00,,,cancelled,0,ATC Restriction,General Handling,
S00216,C009,I024,A001,Bangalore,2025-04-09 14:00:00,2025-04-09 15:30:00,2025-04-09 14:02:00,2025-04-09 15:32:00,completed,2,,Night Flying,1.5
S00217,C043,I003,A024,Hyderabad,2025-02-09 15:00:00,2025-02-09 16:30:00,2025-02-09 15:28:00,2025-02-09 16:58:00,completed,28,,General Handling,1.5
S00218,C145,I028,A025,Bangalore,2025-04-06 12:00:00,2025-04-06 13:30:00,2025-04-06 12:04:00,2025-04-06 13:34:00,completed,4,,Night Flying,1.5
S00219,C090,I022,A011,Bangalore,2025-02-05 13:00:00,2025-02-05 14:30:00,2025-02-05 13:23:00,2025-02-05 14:53:00,completed,23,,Cross Country,1.5
S00220,C021,I029,A022,Bangalore,2025-03-22 15:00:00,2025-03-22 16:30:00,2025-03-22 15:17:00,2025-03-22 16:47:00,completed,17,,Circuit,1.5
S00221,C026,I007,A004,Mysuru,2025-01-30 05:00:00,2025-01-30 06:30:00,2025-01-30 05:11:00,2025-01-30 06:41:00,completed,11,,Cross Country,1.5
S00222,C032,I006,A015,Mysuru,2025-05-13 11:00:00,2025-05-13 12:30:00,2025-05-13 12:41:00,2025-05-13 14:11:00,delayed,101,,Navigation,1.5
S00223,C180,I007,A008,Hyderabad,2025-03-09 17:00:00,2025-03-09 18:30:00,2025-03-09 18:03:00,2025-03-09 19:33:00,delayed,63,,Cross Country,1.5
S00224,C019,I026,A016,Pune,2025-02-24 14:00:00,2025-02-24 15:30:00,2025-02-24 14:18:00,2025-02-24 15:48:00,completed,18,,Cross Country,1.5
S00225,C125,I013,A015,Bangalore,2025-02-21 06:00:00,2025-02-21 07:30:00,2025-02-21 06:47:00,2025-02-21 08:17:00,delayed,47,,Navigation,1.5
S00226,C180,I019,A015,Hyderabad,2025-04-26 07:00:00,2025-04-26 08:30:00,2025-04-26 08:26:00,2025-04-26 09:56:00,delayed,86,,Navigation,1.5
S00227,C167,I004,A015,Bangalore,2025-06-24 18:00:00,2025-06-24 19:30:00,2025-06-24 19:10:00,2025-06-24 20:40:00,delayed,70,,General Handling,1.5
S00228,C016,I014,A003,Hyderabad,2025-01-17 13:00:00,2025-01-17 14:30:00,,,cancelled,0,Weather,Night Flying,
S00229,C028,I015,A025,Bangalore,2025-03-16 09:00:00,2025-03-16 10:30:00,2025-03-16 09:10:00,2025-03-16 10:40:00,completed,10,,Circuit,1.5
S00230,C124,I012,A015,Chennai,2025-04-03 13:00:00,2025-04-03 14:30:00,2025-04-03 13:58:00,2025-04-03 15:28:00,delayed,58,,Navigation,1.5
S00231,C096,I024,A024,Mysuru,2025-02-21 17:00:00,2025-02-21 18:30:00,2025-02-21 17:47:00,2025-02-21 19:17:00,delayed,47,,Circuit,1.5
S00232,C099,I007,A019,Hyderabad,2025-05-07 05:00:00,2025-05-07 06:30:00,2025-05-07 05:23:00,2025-05-07 06:53:00,completed,23,,Night Flying,1.5
S00233,C064,I017,A006,Bangalore,2025-05-27 10:00:00,2025-05-27 11:30:00,2025-05-27 10:29:00,2025-05-27 11:59:00,completed,29,,Night Flying,1.5
S00234,C005,I028,A017,Bangalore,2025-02-03 14:00:00,2025-02-03 15:30:00,2025-02-03 14:05:00,2025-02-03 15:35:00,completed,5,,Navigation,1.5
S00235,C121,I012,A006,Bangalore,2025-03-21 11:00:00,2025-03-21 12:30:00,2025-03-21 11:30:00,2025-03-21 13:00:00,completed,30,,Night Flying,1.5
S00236,C162,I023,A016,Mysuru,2025-04-16 17:00:00,2025-04-16 18:30:00,2025-04-16 17:26:00,2025-04-16 18:56:00,completed,26,,Night Flying,1.5
S00237,C141,I018,A010,Pune,2025-01-19 07:00:00,2025-01-19 08:30:00,2025-01-19 07:20:00,2025-01-19 08:50:00,completed,20,,Navigation,1.5
S00238,C200,I017,A006,Mysuru,2025-04-26 12:00:00,2025-04-26 13:30:00,2025-04-26 13:57:00,2025-04-26 15:27:00,delayed,117,,Night Flying,1.5
S00239,C173,I016,A010,Chennai,2025-03-30 07:00:00,2025-03-30 08:30:00,2025-03-30 07:35:00,2025-03-30 09:05:00,completed,35,,Night Flying,1.5
S00240,C053,I017,A015,Hyderabad,2025-02-16 17:00:00,2025-02-16 18:30:00,,,cancelled,0,Weather,Circuit,
S00241,C014,I002,A022,Pune,2025-04-21 13:00:00,2025-04-21 14:30:00,2025-04-21 13:03:00,2025-04-21 14:33:00,completed,3,,Navigation,1.5
S00242,C033,I029,A003,Mysuru,2025-05-13 07:00:00,2025-05-13 08:30:00,2025-05-13 08:08:00,2025-05-13 09:38:00,delayed,68,,Circuit,1.5
S00243,C033,I010,A025,Mysuru,2025-02-11 10:00:00,2025-02-11 11:30:00,2025-02-11 10:14:00,2025-02-11 11:44:00,completed,14,,General Handling,1.5
S00244,C096,I011,A010,Mysuru,2025-05-13 09:00:00,2025-05-13 10:30:00,2025-05-13 09:05:00,2025-05-13 10:35:00,completed,5,,General Handling,1.5
S00245,C134,I025,A017,Bangalore,2025-02-20 15:00:00,2025-02-20 16:30:00,2025-02-20 16:40:00,2025-02-20 18:10:00,delayed,100,,General Handling,1.5
S00246,C011,I021,A024,Bangalore,2025-02-02 15:00:00,2025-02-02 16:30:00,2025-02-02 15:19:00,2025-02-02 16:49:00,completed,19,,Night Flying,1.5
S00247,C084,I025,A010,Chennai,2025-05-17 06:00:00,2025-05-17 07:30:00,2025-05-17 06:32:00,2025-05-17 08:02:00,completed,32,,Circuit,1.5
S00248,C159,I005,A014,Pune,2025-06-01 14:00:00,2025-06-01 15:30:00,2025-06-01 14:09:00,2025-06-01 15:39:00,completed,9,,Circuit,1.5
S00249,C019,I003,A010,Pune,2025-06-18 14:00:00,2025-06-18 15:30:00,2025-06-18 14:38:00,2025-06-18 16:08:00,completed,38,,General Handling,1.5
S00250,C006,I008,A013,Chennai,2025-05-25 05:00:00,2025-05-25 06:30:00,2025-05-25 05:01:00,2025-05-25 06:31:00,completed,1,,Navigation,1.5
S00251,C148,I014,A003,Hyderabad,2025-01-12 15:00:00,2025-01-12 16:30:00,2025-01-12 15:36:00,2025-01-12 17:06:00,completed,36,,General Handling,1.5
S00252,C122,I003,A024,Bangalore,2025-06-16 08:00:00,2025-06-16 09:30:00,2025-06-16 08:36:00,2025-06-16 10:06:00,completed,36,,Cross Country,1.5
S00253,C093,I001,A010,Bangalore,2025-06-08 15:00:00,2025-06-08 16:30:00,2025-06-08 15:01:00,2025-06-08 16:31:00,completed,1,,Cross Country,1.5
S00254,C107,I026,A015,Hyderabad,2025-06-10 13:00:00,2025-06-10 14:30:00,2025-06-10 13:18:00,2025-06-10 14:48:00,completed,18,,General Handling,1.5
S00255,C158,I014,A002,Chennai,2025-05-04 08:00:00,2025-05-04 09:30:00,2025-05-04 08:25:00,2025-05-04 09:55:00,completed,25,,General Handling,1.5
S00256,C127,I009,A025,Bangalore,2025-04-27 06:00:00,2025-04-27 07:30:00,2025-04-27 06:03:00,2025-04-27 07:33:00,completed,3,,Circuit,1.5
S00257,C024,I014,A022,Bangalore,2025-04-23 11:00:00,2025-04-23 12:30:00,2025-04-23 11:30:00,2025-04-23 13:00:00,completed,30,,Cross Country,1.5
S00258,C135,I016,A025,Pune,2025-02-22 10:00:00,2025-02-22 11:30:00,2025-02-22 10:38:00,2025-02-22 12:08:00,completed,38,,Circuit,1.5
S00259,C058,I023,A006,Hyderabad,2025-03-22 18:00:00,2025-03-22 19:30:00,2025-03-22 18:20:00,2025-03-22 19:50:00,completed,20,,General Handling,1.5
S00260,C062,I009,A017,Pune,2025-04-13 07:00:00,2025-04-13 08:30:00,2025-04-13 07:23:00,2025-04-13 08:53:00,completed,23,,Night Flying,1.5
S00261,C109,I013,A006,Hyderabad,2025-05-24 06:00:00,2025-05-24 07:30:00,2025-05-24 06:20:00,2025-05-24 07:50:00,completed,20,,Circuit,1.5
S00262,C108,I002,A018,Hyderabad,2025-04-30 06:00:00,2025-04-30 07:30:00,2025-04-30 06:17:00,2025-04-30 07:47:00,completed,17,,Cross Country,1.5
S00263,C088,I025,A001,Bangalore,2025-03-05 07:00:00,2025-03-05 08:30:00,2025-03-05 07:06:00,2025-03-05 08:36:00,completed,6,,Navigation,1.5
S00264,C061,I011,A017,Chennai,2025-03-16 11:00:00,2025-03-16 12:30:00,2025-03-16 11:39:00,2025-03-16 13:09:00,completed,39,,Cross Country,1.5
S00265,C196,I005,A007,Hyderabad,2025-03-05 18:00:00,2025-03-05 19:30:00,2025-03-05 18:50:00,2025-03-05 20:20:00,delayed,50,,General Handling,1.5
S00266,C071,I025,A017,Mysuru,2025-05-28 16:00:00,2025-05-28 17:30:00,2025-05-28 16:20:00,2025-05-28 17:50:00,completed,20,,Circuit,1.5
S00267,C198,I020,A009,Hyderabad,2025-02-10 12:00:00,2025-02-10 13:30:00,2025-02-10 12:32:00,2025-02-10 14:02:00,completed,32,,Cross Country,1.5
S00268,C114,I014,A014,Pune,2025-05-08 09:00:00,2025-05-08 10:30:00,2025-05-08 09:31:00,2025-05-08 11:01:00,completed,31,,Navigation,1.5
S00269,C068,I024,A024,Pune,2025-01-24 11:00:00,2025-01-24 12:30:00,2025-01-24 12:34:00,2025-01-24 14:04:00,delayed,94,,Cross Country,1.5
S00270,C027,I008,A010,Hyderabad,2025-03-03 08:00:00,2025-03-03 09:30:00,2025-03-03 08:37:00,2025-03-03 10:07:00,completed,37,,General Handling,1.5
S00271,C033,I009,A010,Mysuru,2025-01-13 05:00:00,2025-01-13 06:30:00,2025-01-13 05:18:00,2025-01-13 06:48:00,completed,18,,Cross Country,1.5
S00272,C054,I028,A010,Chennai,2025-06-02 18:00:00,2025-06-02 19:30:00,2025-06-02 18:30:00,2025-06-02 20:00:00,completed,30,,General Handling,1.5
S00273,C054,I022,A018,Chennai,2025-05-18 05:00:00,2025-05-18 06:30:00,2025-05-18 05:06:00,2025-05-18 06:36:00,completed,6,,Cross Country,1.5
S00274,C025,I027,A006,Bangalore,2025-02-04 09:00:00,2025-02-04 10:30:00,2025-02-04 10:16:00,2025-02-04 11:46:00,delayed,76,,Cross Country,1.5
S00275,C163,I015,A001,Hyderabad,2025-04-04 05:00:00,2025-04-04 06:30:00,2025-04-04 06:21:00,2025-04-04 07:51:00,delayed,81,,Navigation,1.5
S00276,C155,I001,A013,Bangalore,2025-05-26 13:00:00,2025-05-26 14:30:00,2025-05-26 13:12:00,2025-05-26 14:42:00,completed,12,,General Handling,1.5
S00277,C128,I027,A016,Hyderabad,2025-05-22 09:00:00,2025-05-22 10:30:00,2025-05-22 09:04:00,2025-05-22 10:34:00,completed,4,,Cross Country,1.5
S00278,C061,I002,A002,Chennai,2025-05-10 12:00:00,2025-05-10 13:30:00,2025-05-10 12:35:00,2025-05-10 14:05:00,completed,35,,General Handling,1.5
S00279,C062,I029,A004,Pune,2025-06-09 15:00:00,2025-06-09 16:30:00,,,cancelled,0,Aircraft Defect,Night Flying,
S00280,C006,I026,A006,Chennai,2025-01-31 07:00:00,2025-01-31 08:30:00,2025-01-31 07:06:00,2025-01-31 08:36:00,completed,6,,Cross Country,1.5
S00281,C162,I018,A012,Mysuru,2025-04-06 17:00:00,2025-04-06 18:30:00,,,cancelled,0,Weather,General Handling,
S00282,C065,I023,A016,Pune,2025-05-23 10:00:00,2025-05-23 11:30:00,2025-05-23 10:09:00,2025-05-23 11:39:00,completed,9,,Circuit,1.5
S00283,C024,I016,A010,Bangalore,2025-06-04 13:00:00,2025-06-04 14:30:00,,,cancelled,0,Weather,Cross Country,
S00284,C144,I028,A025,Chennai,2025-05-09 05:00:00,2025-05-09 06:30:00,2025-05-09 05:02:00,2025-05-09 06:32:00,completed,2,,Navigation,1.5
S00285,C096,I004,A015,Mysuru,2025-02-05 16:00:00,2025-02-05 17:30:00,2025-02-05 16:21:00,2025-02-05 17:51:00,completed,21,,Cross Country,1.5
S00286,C159,I022,A022,Pune,2025-05-13 12:00:00,2025-05-13 13:30:00,2025-05-13 12:09:00,2025-05-13 13:39:00,completed,9,,Night Flying,1.5
S00287,C179,I005,A021,Bangalore,2025-05-12 07:00:00,2025-05-12 08:30:00,2025-05-12 07:20:00,2025-05-12 08:50:00,completed,20,,Night Flying,1.5
S00288,C094,I016,A025,Bangalore,2025-03-23 07:00:00,2025-03-23 08:30:00,2025-03-23 07:25:00,2025-03-23 08:55:00,completed,25,,Night Flying,1.5
S00289,C035,I003,A013,Mysuru,2025-03-18 14:00:00,2025-03-18 15:30:00,,,cancelled,0,Aircraft Defect,General Handling,
S00290,C070,I006,A006,Mysuru,2025-05-10 18:00:00,2025-05-10 19:30:00,2025-05-10 18:32:00,2025-05-10 20:02:00,completed,32,,Night Flying,1.5
S00291,C126,I011,A025,Bangalore,2025-05-06 16:00:00,2025-05-06 17:30:00,2025-05-06 17:42:00,2025-05-06 19:12:00,delayed,102,,General Handling,1.5
S00292,C149,I016,A012,Chennai,2025-05-02 18:00:00,2025-05-02 19:30:00,2025-05-02 18:32:00,2025-05-02 20:02:00,delayed,32,,General Handling,1.5
S00293,C130,I007,A005,Chennai,2025-03-26 15:00:00,2025-03-26 16:30:00,2025-03-26 15:07:00,2025-03-26 16:37:00,completed,7,,Cross Country,1.5
S00294,C123,I030,A006,Chennai,2025-05-30 09:00:00,2025-05-30 10:30:00,2025-05-30 09:40:00,2025-05-30 11:10:00,completed,40,,Navigation,1.5
S00295,C019,I025,A025,Pune,2025-06-02 12:00:00,2025-06-02 13:30:00,2025-06-02 12:16:00,2025-06-02 13:46:00,completed,16,,Night Flying,1.5
S00296,C086,I002,A002,Chennai,2025-05-28 08:00:00,2025-05-28 09:30:00,2025-05-28 08:03:00,2025-05-28 09:33:00,completed,3,,Night Flying,1.5
S00297,C052,I026,A006,Hyderabad,2025-05-03 07:00:00,2025-05-03 08:30:00,2025-05-03 07:33:00,2025-05-03 09:03:00,completed,33,,Night Flying,1.5
S00298,C013,I023,A006,Pune,2025-04-08 07:00:00,2025-04-08 08:30:00,2025-04-08 07:15:00,2025-04-08 08:45:00,completed,15,,Navigation,1.5
S00299,C074,I006,A015,Chennai,2025-05-27 16:00:00,2025-05-27 17:30:00,2025-05-27 16:07:00,2025-05-27 17:37:00,completed,7,,Circuit,1.5
S00300,C163,I024,A010,Hyderabad,2025-01-05 12:00:00,2025-01-05 13:30:00,2025-01-05 12:20:00,2025-01-05 13:50:00,completed,20,,Cross Country,1.5
S00301,C073,I023,A006,Pune,2025-02-08 11:00:00,2025-02-08 12:30:00,2025-02-08 11:13:00,2025-02-08 12:43:00,completed,13,,Cross Country,1.5
S00302,C012,I001,A010,Mysuru,2025-05-09 17:00:00,2025-05-09 18:30:00,2025-05-09 18:48:00,2025-05-09 20:18:00,delayed,108,,Cross Country,1.5
S00303,C087,I010,A012,Bangalore,2025-01-16 16:00:00,2025-01-16 17:30:00,2025-01-16 16:08:00,2025-01-16 17:38:00,completed,8,,Night Flying,1.5
S00304,C010,I024,A013,Chennai,2025-02-23 13:00:00,2025-02-23 14:30:00,2025-02-23 13:20:00,2025-02-23 14:50:00,completed,20,,Cross Country,1.5
S00305,C161,I007,A011,Bangalore,2025-05-15 11:00:00,2025-05-15 12:30:00,2025-05-15 12:10:00,2025-05-15 13:40:00,delayed,70,,Circuit,1.5
S00306,C199,I008,A013,Mysuru,2025-04-28 13:00:00,2025-04-28 14:30:00,2025-04-28 13:21:00,2025-04-28 14:51:00,completed,21,,Night Flying,1.5
S00307,C015,I023,A016,Pune,2025-04-01 15:00:00,2025-04-01 16:30:00,2025-04-01 15:16:00,2025-04-01 16:46:00,completed,16,,Night Flying,1.5
S00308,C144,I025,A025,Chennai,2025-05-04 08:00:00,2025-05-04 09:30:00,,,cancelled,0,Aircraft Defect,Circuit,
S00309,C008,I010,A013,Mysuru,2025-03-13 13:00:00,2025-03-13 14:30:00,2025-03-13 14:08:00,2025-03-13 15:38:00,delayed,68,,Circuit,1.5
S00310,C158,I017,A015,Chennai,2025-03-18 17:00:00,2025-03-18 18:30:00,2025-03-18 17:18:00,2025-03-18 18:48:00,completed,18,,Circuit,1.5
S00311,C048,I012,A006,Pune,2025-06-26 16:00:00,2025-06-26 17:30:00,2025-06-26 17:32:00,2025-06-26 19:02:00,delayed,92,,General Handling,1.5
S00312,C180,I029,A007,Hyderabad,2025-05-03 10:00:00,2025-05-03 11:30:00,,,cancelled,0,Aircraft Defect,Night Flying,
S00313,C006,I005,A004,Chennai,2025-03-12 09:00:00,2025-03-12 10:30:00,2025-03-12 09:07:00,2025-03-12 10:37:00,completed,7,,Night Flying,1.5
S00314,C019,I026,A015,Pune,2025-06-23 13:00:00,2025-06-23 14:30:00,2025-06-23 13:24:00,2025-06-23 14:54:00,completed,24,,Cross Country,1.5
S00315,C178,I029,A004,Hyderabad,2025-03-30 17:00:00,2025-03-30 18:30:00,2025-03-30 17:09:00,2025-03-30 18:39:00,completed,9,,General Handling,1.5
S00316,C133,I029,A002,Bangalore,2025-01-11 09:00:00,2025-01-11 10:30:00,2025-01-11 09:05:00,2025-01-11 10:35:00,completed,5,,General Handling,1.5
S00317,C179,I029,A002,Bangalore,2025-04-24 15:00:00,2025-04-24 16:30:00,2025-04-24 15:16:00,2025-04-24 16:46:00,completed,16,,Cross Country,1.5
S00318,C070,I019,A015,Mysuru,2025-02-24 08:00:00,2025-02-24 09:30:00,2025-02-24 08:34:00,2025-02-24 10:04:00,completed,34,,General Handling,1.5
S00319,C071,I012,A015,Mysuru,2025-05-24 16:00:00,2025-05-24 17:30:00,2025-05-24 16:17:00,2025-05-24 17:47:00,completed,17,,Circuit,1.5
S00320,C155,I019,A016,Bangalore,2025-01-28 14:00:00,2025-01-28 15:30:00,,,cancelled,0,Instructor Unavailable,Night Flying,
S00321,C046,I004,A015,Hyderabad,2025-03-03 08:00:00,2025-03-03 09:30:00,2025-03-03 08:03:00,2025-03-03 09:33:00,completed,3,,Night Flying,1.5
S00322,C153,I015,A025,Hyderabad,2025-02-27 15:00:00,2025-02-27 16:30:00,2025-02-27 15:14:00,2025-02-27 16:44:00,completed,14,,Navigation,1.5
S00323,C190,I023,A016,Chennai,2025-01-26 11:00:00,2025-01-26 12:30:00,2025-01-26 12:12:00,2025-01-26 13:42:00,delayed,72,,Cross Country,1.5
S00324,C022,I008,A012,Chennai,2025-01-26 15:00:00,2025-01-26 16:30:00,2025-01-26 15:47:00,2025-01-26 17:17:00,delayed,47,,Navigation,1.5
S00325,C141,I013,A015,Pune,2025-05-21 07:00:00,2025-05-21 08:30:00,2025-05-21 08:22:00,2025-05-21 09:52:00,delayed,82,,Cross Country,1.5
S00326,C092,I027,A016,Hyderabad,2025-05-03 15:00:00,2025-05-03 16:30:00,2025-05-03 15:12:00,2025-05-03 16:42:00,completed,12,,General Handling,1.5
